품목명,업체명,허가번호,허가일자,제조수입구분,품목상태,허가신고구분코드,추적관리대상,제조원,취소취하일자
고주파자극기,(주)윈백고이스트,제허 20-1137 호,20201222,제조,정상,1,비대상,,
고주파자극기,(주)디에스메디,제허 20-1056 호,20201209,제조,정상,1,비대상,,
고주파자극기,주식회사힐룩스,제허 20-906 호,20201026,제조,정상,1,비대상,,
고주파자극기,(주)아디포랩스,제허 20-885 호,20201014,제조,정상,1,비대상,,
고주파자극기,인디바 코리아 유한회사,수허 20-162 호,20200727,수입,정상,1,비대상,INDIBA S.A,
의료용고주파온열기,(주)하스피케어,수허 20-99 호,20200507,수입,정상,1,비대상,OncoTherm Kft.,
고주파자극기,(주)쉬엔비,제허 20-340 호,20200501,제조,정상,1,비대상,,
고주파자극기,(주)인성테크놀로지,제허 20-317 호,20200427,제조,정상,1,비대상,,
고주파자극기,(주)한국비티비,제허 20-220 호,20200326,제조,정상,1,비대상,,
고주파자극기,(주)영인바이오텍,제허 20-195 호,20200317,제조,정상,1,비대상,,
고주파자극기,(주)젬텍,제허 20-187 호,20200316,제조,정상,1,비대상,,
고주파자극기,(주)메디버,제허 20-136 호,20200224,제조,정상,1,비대상,,
의료용고주파온열기,(주)아디포랩스,제허 20-92 호,20200206,제조,정상,1,비대상,,
의료용고주파온열기,대양의료기(주),제허 19-802 호,20191206,제조,정상,1,비대상,,
고주파자극기,(주)청우메디칼,제허 19-751 호,20191125,제조,정상,1,비대상,,
의료용고주파온열기,셀시우스사십이코리아(주),수허 19-342 호,20191021,수입,취소·취하,1,비대상,BYTEC Medizintechnik GmbH,2023-03-16
고주파자극기,주식회사 케이원메드글로벌,제허 19-652 호,20191017,제조,정상,1,비대상,,
의료용고주파온열기,에스엠메디케어(주),수허 19-310 호,20190923,수입,정상,1,비대상,Andromedic S.r.l,
고주파자극기,(주)은성글로벌,제허 19-494 호,20190729,제조,정상,1,비대상,,
고주파자극기,신비메디코스,제허 19-488 호,20190726,제조,정상,1,비대상,,
고주파자극기,(주)젬텍,제허 19-346 호,20190531,제조,정상,1,비대상,,
고주파자극기,(주)엘림텍,제허 19-236 호,20190415,제조,정상,1,비대상,,
고주파자극기,거산전자,제허 19-141 호,20190307,제조,취소·취하,1,비대상,,2023-09-18
고주파자극기,뷰테크,제허 19-110 호,20190219,제조,취소·취하,1,비대상,,2026-07-20
고주파자극기,(주)휴매직,제허 19-109 호,20190219,제조,정상,1,비대상,,
고주파자극기,(주)휴매직,제허 19-60 호,20190122,제조,정상,1,비대상,,
고주파자극기,(주)굿플,제허 18-815 호,20181219,제조,정상,1,비대상,,
고주파자극기,헬스탑(주),수허 18-357 호,20181210,수입,정상,1,비대상,WHT Care SA,
의료용고주파온열기,대양의료기(주),제허 18-746 호,20181116,제조,취소·취하,1,비대상,,2020-05-29
고주파자극기,주식회사 메디코슨,제허 18-737 호,20181113,제조,정상,1,비대상,,
고주파자극기,에이치알메디텍,제허 18-643 호,20180919,제조,정상,1,비대상,,
고주파자극기,에이치알메디텍,제허 18-642 호,20180919,제조,정상,1,비대상,,
의료용고주파온열기,(주)마중솔루션,수허 18-275 호,20180918,수입,정상,1,비대상,MED-LOGIX S.r.l.,
고주파자극기,주식회사 케이원메드글로벌,제허 18-636 호,20180918,제조,취소·취하,1,비대상,,2019-07-30
고주파자극기,(주)웰코멧아시아,수허 18-239 호,20180814,수입,정상,1,비대상,WELLCOMET GmbH,
고주파자극기,(주)로보맥스,제허 18-545 호,20180731,제조,정상,1,비대상,,
고주파자극기,(주)엘림텍,제허 18-487 호,20180709,제조,정상,1,비대상,,
고주파자극기,포케이,제허 18-473 호,20180704,제조,취소·취하,1,비대상,,2025-10-31
고주파자극기,(주)로보맥스,제허 18-466 호,20180628,제조,정상,1,비대상,,
고주파자극기,삼인메디컬,제허 18-456 호,20180626,제조,정상,1,비대상,,
고주파자극기,(주)스킨렉스,제허 18-414 호,20180615,제조,정상,1,비대상,,
의료용고주파온열기,(주)노바보담,제허 18-415 호,20180615,제조,정상,1,비대상,,
의료용고주파온열기,주식회사 씨엠메디칼,제허 18-359 호,20180515,제조,정상,1,비대상,,
고주파자극기,(주)에스알엠씨,제허 18-356 호,20180515,제조,취소·취하,1,비대상,,2021-09-30
고주파자극기,(주)엘림텍,제허 18-318 호,20180501,제조,정상,1,비대상,,
고주파자극기,(주)퀀텍,제허 18-204 호,20180328,제조,정상,1,비대상,,
고주파자극기,거산전자,제허 18-136 호,20180227,제조,취소·취하,1,비대상,,2019-03-07
고주파자극기,(주)나눔테크,제허 17-852 호,20171108,제조,취소·취하,1,비대상,,2024-10-07
의료용고주파온열기,동서메디케어(주),제허 17-823 호,20171030,제조,정상,1,비대상,,
고주파자극기,에이치알메디텍,제허 17-810 호,20171024,제조,정상,1,비대상,,
고주파자극기,비티엘메디컬테크놀로지코리아(유),수허 17-463 호,20170929,수입,정상,1,비대상,BTL Industries JSC.,
의료용 고주파 온열기,나라메드,제허 17-699 호,20170913,제조,정상,1,비대상,,
고주파자극기,(주)비엠텍헬스케어솔루션,제허 17-636 호,20170821,제조,정상,1,비대상,,
고주파자극기,(주)스킨렉스,제허 17-509 호,20170717,제조,정상,1,비대상,,
고주파자극기,(주)선우글로벌,제허 17-294 호,20170428,제조,정상,1,비대상,,
고주파자극기,(주)선우글로벌,제허 17-293 호,20170428,제조,정상,1,비대상,,
고주파자극기,(주)클래시스,제허 17-173 호,20170309,제조,정상,1,비대상,,
고주파자극기,대양의료기(주),제허 17-7 호,20170103,제조,정상,1,비대상,,
고주파자극기,(주)로보맥스,제허 16-1023 호,20161228,제조,정상,1,비대상,,
고주파자극기,(주)로보맥스,제허 16-886 호,20161124,제조,정상,1,비대상,,
고주파자극기,뷰테크,제허 16-860 호,20161118,제조,취소·취하,1,비대상,,2026-07-20
고주파자극기,뷰테크,제허 16-861 호,20161118,제조,취소·취하,1,비대상,,2026-07-20
고주파자극기,(주)레베코인더스트리얼,제허 16-743 호,20161010,제조,취소·취하,1,비대상,,2018-06-22
고주파자극기,(주)한국비티비,제허 16-727 호,20160930,제조,취소·취하,1,비대상,,2019-07-17
고주파자극기,(주)비엠씨,제허 16-686 호,20160908,제조,취소·취하,1,비대상,,2018-06-01
고주파자극기,(주)제이에스메디텍,제허 16-452 호,20160627,제조,취소·취하,1,비대상,,2019-08-13
고주파자극기,(주)로보맥스,제허 16-443 호,20160622,제조,정상,1,비대상,,
고주파자극기,프라임메디칼,제허 16-362 호,20160513,제조,취소·취하,1,비대상,,2021-07-29
고주파자극기,(주)이끌레오,제허 16-341 호,20160426,제조,취소·취하,1,비대상,,2024-04-08
고주파자극기,(주)비엠씨,제허 16-300 호,20160415,제조,취소·취하,1,비대상,,2022-09-14
고주파자극기,(주)로보맥스,제허 16-261 호,20160406,제조,정상,1,비대상,,
고주파자극기,뷰테크,제허 16-225 호,20160328,제조,취소·취하,1,비대상,,2026-07-20
고주파자극기,(주)하이로닉,제허 16-115 호,20160216,제조,취소·취하,1,비대상,,2021-02-04
고주파자극기,새한메디텍,제허 15-1693 호,20151222,제조,취소·취하,1,비대상,,2020-11-09
고주파자극기,(주)레베코인더스트리얼,제허 15-1608 호,20151124,제조,취소·취하,1,비대상,,2018-06-22
고주파자극기,삼포정보통신(주),제허 15-1538 호,20151030,제조,취소·취하,1,비대상,,2017-05-10
고주파자극기,(주)마스포유,제허 15-1537 호,20151030,제조,취소·취하,1,비대상,,2016-12-29
고주파자극기,주식회사 케이원메드글로벌,제허 15-1534 호,20151029,제조,정상,1,비대상,,
고주파자극기,주식회사 케이원메드글로벌,제허 15-1533 호,20151029,제조,취소·취하,1,비대상,,2026-01-08
고주파자극기,(주)앞썬코퍼레이션,수허 15-1614 호,20151023,수입,취소·취하,1,비대상,Syneron Medical LTD,2018-09-11
의료용고주파온열기,(주)아디포랩스,제허 15-1510 호,20151023,제조,정상,1,비대상,,
고주파자극기,(주)로보맥스,제허 15-1487 호,20151020,제조,정상,1,비대상,,
의료용고주파온열기,(주)유니온메디칼,제허 15-1479 호,20151016,제조,정상,1,비대상,,
고주파자극기,(주)쉬엔비,제허 15-1477 호,20151015,제조,정상,1,비대상,,
고주파자극기,아프로코리아(주),제허 15-1450 호,20151005,제조,정상,1,비대상,,
고주파자극기,(주)세라젬,제허 15-1398 호,20150914,제조,정상,1,비대상,,
고주파자극기,대양의료기(주),제허 15-1385 호,20150909,제조,정상,1,비대상,,
고주파자극기,(주)제이에스온,제허 15-1362 호,20150831,제조,정상,1,비대상,,
의료용고주파온열기,(주)폰바이칼,제허 15-1333 호,20150823,제조,정상,1,비대상,,
고주파자극기,(주)은성글로벌,제허 15-1212 호,20150722,제조,정상,1,비대상,,
고주파자극기,(주)로보맥스,제허 15-1172 호,20150717,제조,정상,1,비대상,(주)로보맥스,
고주파자극기,코스모씨앤티,제허 15-1116 호,20150708,제조,정상,1,비대상,,
고주파자극기,뷰테크,제허 15-1061 호,20150630,제조,취소·취하,1,비대상,,2026-07-20
고주파자극기,(주)프로텍메디칼,제허 15-959 호,20150616,제조,정상,1,비대상,,
고주파자극기,(주)스타온 메디컬,제허 15-931 호,20150611,제조,정상,1,비대상,(주)서린메디케어,
고주파자극기,에이치알메디텍,제허 15-175 호,20150209,제조,정상,1,비대상,,
고주파자극기,(주)청우메디칼,제허 15-91 호,20150122,제조,정상,1,비대상,,
고주파자극기,에이치알메디텍,제허 15-53 호,20150115,제조,정상,1,비대상,,
의료용고주파온열기,(주)아이비랩,수허 14-3288 호,20141120,수입,정상,1,비대상,Pyrexar Medical Inc,
고주파자극기,(주)스타온 메디컬,제허 14-1941 호,20141106,제조,정상,1,비대상,(주)서린메디케어,
고주파자극기,(주)로보맥스,제허 14-1849 호,20141017,제조,정상,1,비대상,,
고주파자극기,뷰테크,제허 14-1789 호,20141008,제조,취소·취하,1,비대상,,2026-07-20
고주파자극기,뷰테크,제허 14-1788 호,20141007,제조,취소·취하,1,비대상,,2026-07-20
고주파자극기,(주)스타온 메디컬,제허 14-1563 호,20140827,제조,정상,1,비대상,,
고주파자극기,(주)프로텍메디칼,제허 14-1524 호,20140822,제조,정상,1,비대상,,
고주파자극기,(주)은성글로벌,제허 14-1479 호,20140814,제조,정상,1,비대상,,
고주파자극기,(주)제이에스온,제허 14-1425 호,20140801,제조,정상,1,비대상,,
의료용고주파온열기,(주)케이메드,수허 14-2421 호,20140731,수입,정상,1,비대상,"Yamamoto Vinita Co., Ltd",
고주파자극기,뷰테크,제허 14-892 호,20140613,제조,취소·취하,1,비대상,,2021-04-26
고주파자극기,(주)케이엠지,제허 14-1151 호,20140610,제조,정상,1,비대상,,
고주파자극기,다울(주),제허 14-1071 호,20140523,제조,취소·취하,1,비대상,,2017-01-26
고주파자극기,(주)로보맥스,제허 14-1069 호,20140523,제조,정상,1,비대상,,
고주파자극기,(주)비겐의료기,제허 14-833 호,20140409,제조,취소·취하,1,비대상,,2024-07-01
고주파 자극기,(주)은성글로벌,제허 14-743 호,20140327,제조,정상,1,비대상,,
고주파자극기,(주)대성마리프,제허 14-597 호,20140311,제조,취소·취하,1,비대상,(주)대성마리프,2020-06-25
