품목명,업체명,허가번호,허가일자,제조수입구분,품목상태,허가신고구분코드,추적관리대상,제조원,취소취하일자
치과용임플란트고정체,오스템임플란트(주),제허 20-413 호,20200529,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),제허 20-411 호,20200529,제조,정상,1,비대상,,
치과용임플란트고정체,이젠임플란트(주),제허 20-357 호,20200512,제조,취소·취하,1,비대상,,2023-06-02
치과용임플란트고정체,이젠임플란트(주),제허 20-359 호,20200512,제조,취소·취하,1,비대상,,2021-05-28
치과용임플란트고정체,이젠임플란트(주),제허 20-360 호,20200512,제조,취소·취하,1,비대상,,2023-07-03
치과용임플란트고정체,이젠임플란트(주),제허 20-358 호,20200512,제조,취소·취하,1,비대상,,2023-07-03
치과용임플란트고정체,(주)덴티스,제허 20-254 호,20200403,제조,정상,1,비대상,,
치과용임플란트고정체,(주)유니덴탈,제허 20-179 호,20200313,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),제허 20-50 호,20200122,제조,정상,1,비대상,,
치과용임플란트고정체,(주)제로스,제허 20-8 호,20200103,제조,정상,1,비대상,,
치과용임플란트고정체,(주)세원메딕스,제허 19-742 호,20191120,제조,정상,1,비대상,,
치과용임플란트고정체,(주)바이오템,제허 19-736 호,20191118,제조,정상,1,비대상,,
치과용임플란트고정체,(주)위드웰임플란트,제허 19-728 호,20191114,제조,정상,1,비대상,(주)제로스,
치과용임플란트고정체,(주)바이오템,제허 19-700 호,20191105,제조,정상,1,비대상,,
치과용임플란트고정체,(주)스누콘,제허 19-672 호,20191023,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),제허 19-617 호,20191001,제조,정상,1,비대상,,
치과용임플란트고정체,(주)아이디스,제허 19-605 호,20190924,제조,정상,1,비대상,,
치과용임플란트고정체,(주)하이니스,제허 19-577 호,20190905,제조,정상,1,비대상,,
치과용임플란트고정체,(주)메드파크,제허 19-467 호,20190718,제조,취소·취하,1,비대상,,2022-01-28
치과용임플란트고정체,(주)스누콘,제허 19-399 호,20190625,제조,정상,1,비대상,,
치과용임플란트고정체,(주)사이버메드,제허 19-378 호,20190618,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),제허 19-372 호,20190617,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),제허 19-371 호,20190617,제조,정상,1,비대상,,
치과용임플란트고정체,(주)세원메딕스,제허 19-353 호,20190605,제조,취소·취하,1,비대상,,2019-11-12
치과용임플란트고정체,오스템임플란트(주),수허 19-141 호,20190520,수입,정상,1,비대상,HIOSSEN Inc.,
치과용임플란트고정체,오스템임플란트(주),제허 19-304 호,20190513,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),제허 19-267 호,20190425,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),제허 19-268 호,20190425,제조,정상,1,비대상,,
치과용임플란트고정체,(주)바이오템,제허 19-198 호,20190401,제조,정상,1,비대상,,
치과용임플란트고정체,(주)케이제이메디텍,제허 19-148 호,20190311,제조,정상,1,비대상,,
치과용임플란트고정체,(주)케이제이메디텍,제허 19-147 호,20190311,제조,정상,1,비대상,,
치과용임플란트고정체,(주)네이처글루텍,제허 19-92 호,20190211,제조,취소·취하,1,비대상,(주)메디메카,2021-11-04
치과용임플란트고정체,오스템임플란트(주),제허 19-81 호,20190130,제조,정상,1,비대상,,
치과용임플란트고정체,(주)메디메카,제허 19-11 호,20190107,제조,취소·취하,1,비대상,,2019-06-11
치과용임플란트고정체,오스템임플란트(주),제허 18-841 호,20181228,제조,정상,1,비대상,,
치과용임플란트고정체,(주)이노바이오써지,제허 18-777 호,20181206,제조,정상,1,비대상,,
치과용임플란트고정체,(주)사이버메드,제허 18-775 호,20181204,제조,정상,1,비대상,,
치과용임플란트고정체,(주)워랜텍,제허 18-765 호,20181130,제조,취소·취하,1,비대상,,2020-01-21
치과용임플란트고정체,에이덴 주식회사,제허 18-731 호,20181112,제조,정상,1,비대상,,
특수재질치과용임플란트고정체,스트라우만덴탈코리아(주),수허 18-317 호,20181105,수입,정상,1,비대상,Straumann Villeret SA,
치과용임플란트고정체,에프앤비테크놀로지(주),제허 18-633 호,20180917,제조,정상,1,비대상,(주)티스트롱,
치과용임플란트고정체,(주)스누콘,제허 18-562 호,20180807,제조,정상,1,비대상,,
치과용임플란트고정체,신세기메디텍(주),제허 18-514 호,20180724,제조,정상,1,비대상,,
치과용임플란트고정체,(주)덴탈릭스,제허 18-511 호,20180723,제조,정상,1,비대상,,
치과용임플란트고정체,(주)케이제이메디텍,제허 18-510 호,20180723,제조,정상,1,비대상,,
치과용임플란트고정체,(주)네오바이오텍,제허 18-406 호,20180611,제조,정상,1,비대상,,
치과용임플란트고정체,(주)에스디엠,제허 18-260 호,20180416,제조,정상,1,비대상,,
치과용임플란트고정체,이쎈코리아(주),제허 18-242 호,20180410,제조,취소·취하,1,비대상,,2021-06-29
치과용임플란트고정체,(주)원데이바이오텍,제허 18-222 호,20180403,제조,정상,1,비대상,,
치과용임플란트고정체,(주)태원테크,제허 18-150 호,20180306,제조,취소·취하,1,비대상,,2024-12-12
치과용임플란트고정체,오스템임플란트(주),제허 17-970 호,20171221,제조,정상,1,비대상,,
치과용임플란트고정체,(주)메가젠임플란트,수허 17-559 호,20171214,수입,취소·취하,1,비대상,"T-Plus Implant Tech. Co., Ltd.",2020-09-09
치과용임플란트고정체,오스템임플란트(주),수허 17-516 호,20171117,수입,정상,1,비대상,HIOSSEN Inc.,
치과용임플란트고정체,(주)메드파크,제허 17-860 호,20171108,제조,정상,1,비대상,,
치과용임플란트고정체,(유)인공장기연구소,제허 17-788 호,20171017,제조,정상,1,비대상,(유)더브라이트,
치과용임플란트고정체,(주)위드웰임플란트,제허 17-751 호,20170927,제조,정상,1,비대상,(주)제로스,
치과용임플란트고정체,(주)위드웰임플란트,제허 17-750 호,20170927,제조,정상,1,비대상,(주)제로스,
치과용임플란트고정체,(주)네오바이오텍,제허 17-697 호,20170912,제조,정상,1,비대상,,
치과용임플란트고정체,이쎈코리아(주),제허 17-656 호,20170828,제조,취소·취하,1,비대상,(주)케이제이메디텍,2021-06-29
치과용임플란트고정체,(주)원데이바이오텍,제허 17-635 호,20170821,제조,정상,1,비대상,,
치과용임플란트고정체,(주)케이제이메디텍,제허 17-584 호,20170731,제조,정상,1,비대상,,
치과용임플란트고정체,(주)세원메딕스,제허 17-487 호,20170712,제조,정상,1,비대상,,
치과용임플란트고정체,(주)이노바이오써지,제허 17-397 호,20170613,제조,정상,1,비대상,,
치과용임플란트고정체,(주)메디메카,제허 17-325 호,20170518,제조,정상,1,비대상,,
치과용임플란트고정체,(주)케이제이메디텍,제허 17-321 호,20170517,제조,정상,1,비대상,,
치과용임플란트고정체,(주)맥스픽스임플란트김해공장,제허 17-172 호,20170309,제조,취소·취하,1,비대상,,2019-04-10
치과용임플란트고정체,(주)아침해의료기,제허 16-879 호,20161123,제조,취소·취하,1,비대상,,2021-04-30
치과용임플란트고정체,(주)덴티스,제허 16-782 호,20161027,제조,정상,1,비대상,,
치과용임플란트고정체,시에스엠임플란트,제허 16-707 호,20160921,제조,정상,1,비대상,,
치과용임플란트고정체,시에스엠임플란트,제허 16-634 호,20160825,제조,정상,1,비대상,,
치과용임플란트고정체,시에스엠임플란트,제허 16-633 호,20160825,제조,정상,1,비대상,,
치과용임플란트고정체,시에스엠임플란트,제허 16-632 호,20160825,제조,정상,1,비대상,CSM Implant,
치과용임플란트고정체,(주)티스트롱,제허 16-562 호,20160728,제조,정상,1,비대상,,
치과용임플란트고정체,(주)케이제이메디텍,제허 16-465 호,20160701,제조,정상,1,비대상,,
치과용임플란트고정체,(주)에비던스임플란트,제허 16-464 호,20160701,제조,정상,1,비대상,,
치과용임플란트고정체,(주)제로스,제허 16-412 호,20160610,제조,정상,1,비대상,,
치과용임플란트고정체,(주)제로스,제허 16-411 호,20160610,제조,정상,1,비대상,,
치과용임플란트고정체,(주)에스디엠,제허 16-299 호,20160415,제조,정상,1,비대상,,
치과용임플란트고정체,(주)이노바이오써지,제허 16-216 호,20160324,제조,정상,1,비대상,,
치과용임플란트고정체,(주)메가젠임플란트,제허 16-132 호,20160222,제조,정상,1,비대상,,
치과용임플란트고정체,포인트임플란트(주) 부산지점,제허 16-17 호,20160107,제조,정상,1,비대상,,
치과용임플란트고정체,(주)제로스,제허 16-9 호,20160106,제조,정상,1,비대상,,
치과용임플란트고정체,(주)제로스,제허 15-1661 호,20151210,제조,정상,1,비대상,,
치과용임플란트고정체,(주)덴티스,제허 15-1604 호,20151123,제조,정상,1,비대상,(주)덴티스,
치과용임플란트고정체,(주)이노바이오써지,제허 15-1592 호,20151118,제조,정상,1,비대상,,
치과용임플란트고정체,(주)바이오템,제허 15-1582 호,20151113,제조,정상,1,비대상,,
치과용임플란트고정체,(주)제로스,제허 15-1542 호,20151102,제조,정상,1,비대상,,
치과용임플란트고정체,(주)네오바이오텍,제허 15-1503 호,20151022,제조,정상,1,비대상,,
치과용임플란트고정체,(주)네오바이오텍,제허 15-1504 호,20151022,제조,정상,1,비대상,,
치과용임플란트고정체,(주)네오바이오텍,제허 15-1506 호,20151022,제조,정상,1,비대상,,
치과용임플란트고정체,(주)이노바이오써지,제허 15-1507 호,20151022,제조,정상,1,비대상,,
치과용임플란트고정체,(주)네오바이오텍,제허 15-1505 호,20151022,제조,정상,1,비대상,,
치과용임플란트고정체,(주)네오바이오텍,제허 15-1481 호,20151016,제조,정상,1,비대상,,
치과용임플란트고정체,(주)네오바이오텍,제허 15-1480 호,20151016,제조,정상,1,비대상,,
치과용임플란트고정체,(주)덴티움광교공장,제허 15-1466 호,20151008,제조,정상,1,비대상,,
치과용임플란트고정체,시에스엠임플란트,제허 15-1454 호,20151005,제조,정상,1,비대상,시스엠임플란트,
치과용임플란트고정체,시에스엠임플란트,제허 15-1453 호,20151005,제조,정상,1,비대상,,
치과용임플란트고정체,시에스엠임플란트,제허 15-1452 호,20151005,제조,정상,1,비대상,,
치과용임플란트고정체,에스아이씨인벤트아시아퍼시픽(주),수허 15-1541 호,20150923,수입,정상,1,비대상,CPM Precision GmbH,
치과용임플란트고정체,(주)비앤메디,제허 15-1429 호,20150923,제조,정상,1,비대상,,
치과용임플란트고정체,(주)제로스,제허 15-1406 호,20150915,제조,정상,1,비대상,,
치과용임플란트고정체,(주)제로스,제허 15-1405 호,20150915,제조,정상,1,비대상,,
치과용임플란트고정체,(주)제로스,제허 15-1345 호,20150826,제조,정상,1,비대상,(주)제로스,
치과용임플란트고정체,(주)한국치과임플란트연구소(KDI),제허 15-1321 호,20150820,제조,취소·취하,1,비대상,,2022-07-07
치과용임플란트고정체,(주)이노바이오써지,제허 15-1278 호,20150806,제조,정상,1,비대상,,
치과용임플란트고정체,(주)덴티스,제허 15-1033 호,20150626,제조,취소·취하,1,비대상,(주)덴티스,2022-11-30
치과용임플란트고정체,(주)덴티스,제허 15-1012 호,20150625,제조,정상,1,비대상,,
치과용임플란트고정체,(주)메가젠임플란트,제허 15-1011 호,20150625,제조,취소·취하,1,비대상,,2016-11-04
치과용임플란트고정체,(주)아침해의료기,제허 15-928 호,20150611,제조,취소·취하,1,비대상,,2021-04-30
치과용임플란트고정체,(주)덴티움광교공장,제허 15-884 호,20150604,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),제허 15-731 호,20150513,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),제허 15-730 호,20150513,제조,정상,1,비대상,,
치과용임플란트고정체,주식회사쿠보텍,제허 15-710 호,20150508,제조,정상,1,비대상,,
치과용임플란트고정체,(주)스누콘,제허 15-514 호,20150409,제조,정상,1,비대상,,
치과용임플란트고정체,시에스엠임플란트,제허 15-449 호,20150331,제조,정상,1,비대상,,
치과용임플란트고정체,(주)덴티움광교공장,제허 15-383 호,20150318,제조,정상,1,비대상,,
치과용임플란트고정체,시에스엠임플란트,제허 15-380 호,20150318,제조,정상,1,비대상,시에스엠임플란트,
치과용임플란트고정체,(주)메가젠임플란트,제허 15-336 호,20150310,제조,정상,1,비대상,,
치과용임플란트고정체,(주)예스바이오테크,제허 15-289 호,20150302,제조,정상,1,비대상,,
치과용임플란트고정체,(주)케이제이메디텍,제허 15-199 호,20150212,제조,정상,1,비대상,,
치과용임플란트고정체,(주)메디메카,제허 15-185 호,20150210,제조,취소·취하,1,비대상,,2019-06-11
치과용임플란트고정체,(주)세원메딕스,제허 15-129 호,20150129,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),제허 15-128 호,20150129,제조,정상,1,비대상,,
치과용임플란트고정체,(주)덴티스,제허 15-42 호,20150113,제조,정상,1,비대상,,
치과용임플란트고정체,시에스엠임플란트,제허 14-3363 호,20141231,제조,정상,1,비대상,시에스엠임플란트,
치과용임플란트고정체,(주)덴티움광교공장,제허 14-3149 호,20141217,제조,정상,1,비대상,(주)덴티움수원공장,
치과용임플란트고정체,(주)코웰메디,제허 14-2481 호,20141126,제조,정상,1,비대상,,
치과용임플란트고정체,(주)메디메카,제허 14-1846 호,20141017,제조,취소·취하,1,비대상,,2019-06-11
치과용임플란트고정체,(주)메디메카,제허 14-1833 호,20141015,제조,정상,1,비대상,,
치과용임플란트고정체,(주)코웰메디,제허 14-1497 호,20140819,제조,정상,1,비대상,,
치과용임플란트고정체,(주)디오,제허 14-1484 호,20140818,제조,정상,1,비대상,,
치과용임플란트고정체,(주)디오,제허 14-1483 호,20140818,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),제허 14-1407 호,20140729,제조,정상,1,비대상,,
치과용임플란트고정체,한미실업,수허 14-2378 호,20140724,수입,정상,1,비대상,"Zest Anchors, Inc.",
치과용임플란트고정체,(주)맥스픽스임플란트김해공장,제허 14-1378 호,20140724,제조,취소·취하,1,비대상,,2019-04-10
치과용임플란트고정체,(주)에비던스임플란트,제허 14-1340 호,20140717,제조,정상,1,비대상,,
치과용임플란트고정체,주식회사 리앤바이오,제허 14-1296 호,20140708,제조,취소·취하,1,비대상,(주)메가젠임플란트,2023-01-09
치과용임플란트고정체,오스템임플란트(주),제허 14-1291 호,20140707,제조,정상,1,비대상,,
치과용임플란트고정체,(주)덴티스,제허 14-1037 호,20140515,제조,정상,1,비대상,,
치과용임플란트고정체,(주)케이제이메디텍,제허 14-947 호,20140425,제조,정상,1,비대상,,
특수재질치과용임플란트고정체,스트라우만덴탈코리아(주),수허 14-1620 호,20140407,수입,정상,1,비대상,Straumann Villeret SA,
치과용임플란트고정체,(주)에비던스임플란트,제허 14-790 호,20140403,제조,정상,1,비대상,,
치과용임플란트고정체,주식회사쿠보텍,제허 14-599 호,20140311,제조,정상,1,비대상,,
치과용임플란트고정체,(주)케이제이메디텍,제허 14-598 호,20140311,제조,정상,1,비대상,,
치과용임플란트고정체,(주)워랜텍,제허 14-571 호,20140307,제조,정상,1,비대상,,
치과용임플란트고정체,시에스엠임플란트,제허 14-566 호,20140306,제조,정상,1,비대상,,
치과용임플란트고정체,시에스엠임플란트,제허 14-533 호,20140303,제조,정상,1,비대상,,
치과용임플란트고정체,(주)디오,제허 14-496 호,20140226,제조,정상,1,비대상,,
치과용임플란트고정체,(주)에비던스임플란트,제허 14-408 호,20140214,제조,정상,1,비대상,,
치과용임플란트고정체,(주)덴티스,제허 14-258 호,20140127,제조,정상,1,비대상,,
치과용임플란트고정체,(주)메가젠임플란트,제허 14-191 호,20140121,제조,정상,1,비대상,,
치과용임플란트고정체,(주)케이제이메디텍,제허 14-56 호,20140106,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),제허 14-54 호,20140106,제조,정상,1,비대상,,
치과용임플란트고정체,(주)메가젠임플란트,제허 14-55 호,20140106,제조,정상,1,비대상,,
치과용임플란트고정체,(주)덴티움광교공장,제허 13-2206 호,20131223,제조,정상,1,비대상,(주)덴티움광교공장,
치과용임플란트고정체,(주)제노스,제허 13-2127 호,20131213,제조,정상,1,비대상,(주)제노스,
치과용임플란트고정체,(주)케이제이메디텍,제허 13-2126 호,20131213,제조,정상,1,비대상,,
치과용임플란트고정체,(주)덴티움광교공장,제허 13-2085 호,20131211,제조,정상,1,비대상,,
치과용임플란트고정체,시에스엠임플란트,제허 13-1990 호,20131126,제조,취소·취하,1,비대상,,2015-01-09
치과용임플란트고정체,(주)케이제이메디텍,제허 13-1941 호,20131119,제조,정상,1,비대상,,
치과용임플란트고정체,(주)덴티스,제허 13-1940 호,20131119,제조,정상,1,비대상,,
치과용임플란트고정체,(주)케이제이메디텍,제허 13-1870 호,20131104,제조,정상,1,비대상,,
치과용임플란트고정체,(주)유한양행,수허 13-2335 호,20131028,수입,정상,1,비대상,Dentsply IH AB,
치과용임플란트고정체,(주)비앤메디,제허 13-1679 호,20131006,제조,정상,1,비대상,,
치과용임플란트고정체,(주)메가젠임플란트,제허 13-1484 호,20130827,제조,정상,1,비대상,,
치과용임플란트고정체,(주)코웰메디,제허 13-1311 호,20130723,제조,정상,1,비대상,,
치과용임플란트고정체,(주)덴티스,제허 13-1290 호,20130718,제조,정상,1,비대상,,
치과용임플란트고정체,(주)케이제이메디텍,제허 13-1199 호,20130708,제조,정상,1,비대상,,
치과용임플란트고정체,(주)케이제이메디텍,제허 13-1198 호,20130708,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),제허 13-1004 호,20130607,제조,정상,1,비대상,,
치과용임플란트고정체,주식회사 리앤바이오,제허 13-971 호,20130604,제조,취소·취하,1,비대상,(주)메가젠임플란트,2023-01-09
치과용임플란트고정체,(주)코웰메디,제허 13-660 호,20130603,제조,정상,1,비대상,,
치과용임플란트고정체,(주)아침해의료기,제허 13-939 호,20130531,제조,취소·취하,1,비대상,,2022-05-16
치과용임플란트고정체,(주)아침해의료기,제허 13-938 호,20130531,제조,취소·취하,1,비대상,,2018-06-15
치과용임플란트고정체,(주)네오바이오텍,제허 13-886 호,20130521,제조,정상,1,비대상,,
치과용임플란트고정체,(주)네오바이오텍,제허 13-888 호,20130521,제조,정상,1,비대상,,
치과용임플란트고정체,시에스엠임플란트,제허 13-738 호,20130423,제조,정상,1,비대상,,
치과용임플란트고정체,(주)바이오덴타코리아,수허 13-667 호,20130412,수입,취소·취하,1,비대상,Biodenta,2018-02-28
치과용임플란트고정체,(주)바이오덴타코리아,수허 13-665 호,20130412,수입,취소·취하,1,비대상,Biodenta,2018-02-28
치과용임플란트고정체,오스템임플란트(주),제허 13-636 호,20130403,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),제허 13-635 호,20130403,제조,정상,1,비대상,,
치과용임플란트고정체,(주)메가젠임플란트,제허 13-558 호,20130318,제조,정상,1,비대상,,
치과용임플란트고정체,(주)메가젠임플란트,제허 13-557 호,20130318,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),제허 13-536 호,20130313,제조,정상,1,비대상,,
치과용임플란트고정체,(주)메디메카,제허 13-495 호,20130306,제조,취소·취하,1,비대상,,2022-06-10
치과용임플란트고정체,(주)덴탈베이,수허 13-431 호,20130227,수입,정상,1,비대상,"Bicon, LLC",
치과용임플란트고정체,(주)예스바이오테크,제허 13-340 호,20130206,제조,정상,1,비대상,,
치과용임플란트고정체,(주)예스바이오테크,제허 13-341 호,20130206,제조,정상,1,비대상,,
치과용임플란트고정체,(주)예스바이오테크,제허 13-342 호,20130206,제조,정상,1,비대상,,
치과용임플란트고정체,(주)메가젠임플란트,제허 13-338 호,20130205,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),제허 13-320 호,20130201,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),제허 13-310 호,20130131,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),제허 13-309 호,20130131,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),제허 13-308 호,20130131,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),제허 13-307 호,20130131,제조,정상,1,비대상,,
치과용임플란트고정체,(주)덴티스,제허 13-270 호,20130124,제조,정상,1,비대상,,
치과용임플란트고정체,시에스엠임플란트,제허 13-155 호,20130107,제조,정상,1,비대상,시에스엠임플란트,
치과용임플란트고정체,(주)메가젠임플란트,제허 13-154 호,20130107,제조,정상,1,비대상,,
치과용임플란트고정체,(주)덴티스,제허 12-1687 호,20121224,제조,정상,1,비대상,,
치과용임플란트고정체,(주)덴티스,제허 12-1688 호,20121224,제조,정상,1,비대상,,
치과용임플란트고정체,(주)덴티스,제허 12-1689 호,20121224,제조,정상,1,비대상,,
치과용임플란트고정체,(주)바이오템,제허 12-1619 호,20121212,제조,정상,1,비대상,주)바이오템,
치과용임플란트고정체,(주)덴티움광교공장,제허 12-1578 호,20121206,제조,정상,1,비대상,(주)덴티움광교공장,
치과용임플란트고정체,(주)덴티움광교공장,제허 12-1579 호,20121206,제조,정상,1,비대상,(주)덴티움광교공장,
치과용임플란트고정체,오스템임플란트(주),제허 12-1488 호,20121122,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),제허 12-1487 호,20121122,제조,정상,1,비대상,,
치과용임플란트고정체,(주)메디메카,제허 12-1351 호,20121023,제조,취소·취하,1,비대상,,2019-06-11
치과용임플란트고정체,(주)디오,제허 12-1319 호,20121018,제조,정상,1,비대상,,
치과용임플란트고정체,(주)디오,제허 12-1318 호,20121018,제조,정상,1,비대상,,
치과용임플란트고정체,(주)디오,제허 12-1320 호,20121018,제조,정상,1,비대상,,
치과용임플란트고정체,포인트임플란트(주) 부산지점,제허 12-1276 호,20121009,제조,정상,1,비대상,,
치과용임플란트고정체,포인트임플란트(주) 부산지점,제허 12-1275 호,20121009,제조,정상,1,비대상,,
치과용임플란트고정체,시에스엠임플란트,제허 12-1202 호,20120919,제조,정상,1,비대상,시에스엠임플란트,
치과용임플란트고정체,(주)워랜텍,제허 12-1104 호,20120828,제조,취소·취하,1,비대상,,2020-01-21
치과용임플란트고정체,(주)코웰메디,제허 12-1103 호,20120828,제조,정상,1,비대상,(주)코웰메디,
치과용임플란트고정체,(주)코웰메디,제허 12-1102 호,20120828,제조,정상,1,비대상,(주)코웰메디,
치과용임플란트고정체,(주)코웰메디,제허 12-1061 호,20120814,제조,정상,1,비대상,,
치과용임플란트고정체,(주)워랜텍,제허 12-1060 호,20120814,제조,취소·취하,1,비대상,,2020-01-21
치과용임플란트고정체,(주)덴티스,제허 12-983 호,20120727,제조,정상,1,비대상,,
치과용임플란트고정체,(주)신흥엠에스티,제허 12-978 호,20120726,제조,정상,1,비대상,,
치과용임플란트고정체,(주)신흥엠에스티,제허 12-966 호,20120725,제조,정상,1,비대상,,
치과용임플란트고정체,(주)사이넥스,수허 12-1087 호,20120717,수입,취소·취하,1,비대상,"Nobel Biocare AB, Produktion",2022-04-22
치과용임플란트고정체,(주)신흥엠에스티,제허 12-808 호,20120625,제조,정상,1,비대상,,
치과용임플란트고정체,(주)코웰메디,제허 12-625 호,20120515,제조,정상,1,비대상,(주)코웰메디,
치과용임플란트고정체,(주)디오,제허 12-607 호,20120514,제조,정상,1,비대상,,
치과용임플란트고정체,삼원디엠피,제허 12-551 호,20120503,제조,정상,1,비대상,,
치과용임플란트고정체,(주)예스바이오테크,제허 12-525 호,20120427,제조,취소·취하,1,비대상,,2022-11-17
치과용임플란트고정체,삼원디엠피,제허 12-446 호,20120413,제조,정상,1,비대상,,
치과용임플란트고정체,(주)메가젠임플란트,제허 12-426 호,20120406,제조,취소·취하,1,비대상,,2022-05-25
치과용임플란트고정체,(주)아침해의료기,제허 12-408 호,20120403,제조,정상,1,비대상,,
치과용임플란트고정체,(주)코웰메디,제허 12-346 호,20120320,제조,정상,1,비대상,,
치과용임플란트고정체,(주)티스트롱,제허 12-320 호,20120314,제조,정상,1,비대상,,
치과용임플란트고정체,에스아이씨인벤트아시아퍼시픽(주),수허 12-395 호,20120314,수입,정상,1,비대상,CPM Precision GmbH,
치과용임플란트고정체,(주)티스트롱,제허 12-319 호,20120314,제조,정상,1,비대상,(주)티스트롱,
치과용임플란트고정체,투디메디컬(주),제허 12-298 호,20120308,제조,정상,1,비대상,,
치과용임플란트고정체,(주)케이제이메디텍,제허 12-240 호,20120224,제조,정상,1,비대상,,
치과용임플란트고정체,(주)엠씨지,제허 12-230 호,20120223,제조,취소·취하,1,비대상,,2020-11-15
치과용임플란트고정체,(주)엠씨지,제허 12-229 호,20120223,제조,취소·취하,1,비대상,,2020-11-15
치과용임플란트고정체,(주)엠씨지,제허 12-228 호,20120223,제조,취소·취하,1,비대상,,2020-11-15
치과용임플란트고정체,(주)티스트롱,제허 12-214 호,20120222,제조,정상,1,비대상,,
치과용임플란트고정체,투디메디컬(주),제허 12-180 호,20120214,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),제허 12-166 호,20120209,제조,정상,1,비대상,,
치과용임플란트고정체,(주)에비던스임플란트,제허 12-19 호,20120104,제조,정상,1,비대상,,
치과용임플란트고정체,(주)에스디엠,제허 11-1426 호,20111223,제조,정상,1,비대상,,
치과용임플란트고정체,(주)메디팁,수허 11-1465 호,20111215,수입,취소·취하,1,비대상,Alpha-Bio Tec. LTD.,2024-06-12
치과용임플란트고정체,(주)신흥엠에스티,제허 11-1325 호,20111205,제조,정상,1,비대상,,
특수재질치과용임플란트고정체,스트라우만덴탈코리아(주),수허 11-1394 호,20111129,수입,정상,1,비대상,Straumann Villeret SA,
특수재질치과용임플란트고정체,스트라우만덴탈코리아(주),수허 11-1388 호,20111129,수입,정상,1,비대상,Straumann Villeret SA,
치과용임플란트고정체,오스템임플란트(주),제허 11-1211 호,20111103,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),제허 11-1199 호,20111031,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),제허 11-1188 호,20111027,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),수허 11-1222 호,20111020,수입,정상,1,비대상,HIOSSEN Inc.,
치과용임플란트고정체,(주)메가젠임플란트,제허 11-1152 호,20111018,제조,정상,1,비대상,,
치과용임플란트고정체,(주)메가젠임플란트,제허 11-1137 호,20111013,제조,정상,1,비대상,,
치과용임플란트고정체,(주)케이제이메디텍,제허 11-1135 호,20111013,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),제허 11-1088 호,20110930,제조,정상,1,비대상,,
치과용임플란트고정체,오스템임플란트(주),제허 11-1089 호,20110930,제조,정상,1,비대상,,
치과용임플란트고정체,삼원디엠피,제허 11-1030 호,20110919,제조,정상,1,비대상,,
치과용임플란트고정체,(주)네오바이오텍,제허 11-1011 호,20110916,제조,정상,1,비대상,,
치과용임플란트고정체,(주)케이제이메디텍,제허 11-957 호,20110901,제조,정상,1,비대상,,
치과용임플란트고정체,임플라노바,제허 11-905 호,20110817,제조,취소·취하,1,비대상,,2022-07-06
치과용임플란트고정체,임플라노바,제허 11-904 호,20110817,제조,취소·취하,1,비대상,,2022-07-06
치과용임플란트고정체,임플라노바,제허 11-891 호,20110810,제조,취소·취하,1,비대상,,2022-07-06
치과용임플란트고정체,(주)유한양행,수허 11-846 호,20110721,수입,정상,1,비대상,Dentsply IH AB,
치과용임플란트고정체,(주)코웰메디,제허 11-740 호,20110708,제조,정상,1,비대상,,
치과용임플란트고정체,(주)메가젠임플란트,제허 11-665 호,20110615,제조,정상,1,비대상,,
치과용임플란트고정체,에스아이씨인벤트아시아퍼시픽(주),수허 11-646 호,20110613,수입,정상,1,비대상,CPM Precision GmbH,
치과용임플란트고정체,(주)스누콘,제허 11-603 호,20110601,제조,정상,1,비대상,(주)스누콘,
치과용 임플란트 고정체,(주)케이제이메디텍,제허 11-518 호,20110512,제조,정상,1,비대상,(주)케이제이메디텍,
